City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,ruston,32.5232,-92.6379,18.66,94,40,1.54,US,1709870403
273,inhambane,-23.865,35.3833,24.84,90,0,0.67,MZ,1709870527
274,hami,42.8,93.45,6.06,16,82,0.31,CN,1709870527
275,lappeenranta,61.0587,28.1887,-1.36,87,100,4.12,FI,1709870527
276,talnakh,69.4865,88.3972,-19.89,96,98,2.28,RU,1709870528
277,fredericia,55.5657,9.7526,1.35,81,5,3.83,DK,1709870528
278,castillos,-34.1667,-53.8333,18.65,90,33,3.35,UY,1709870529
279,ulsteinvik,62.3432,5.8487,2.09,77,12,0.89,NO,1709870529
280,sassandra,4.95,-6.0833,25.68,92,98,2.23,CI,1709870529
281,kone,-21.0595,164.8658,24.41,85,100,2.04,NC,1709870529
282,clayton,33.5335,-84.3666,16.06,87,0,0.0,US,1709870529
283,skovorodino,53.9833,123.9167,-9.21,67,12,2.47,RU,1709870529
284,santa cruz,-17.8,-63.1667,25.7,89,40,3.09,BO,1709870236
285,midland,31.9974,-102.0779,19.37,26,0,1.54,US,1709870368
286,kayyerkan,69.3786,87.7439,-19.84,83,99,0.35,RU,1709870530
287,lesogorsk,56.0458,99.5136,-1.15,83,100,3.13,RU,1709870530
288,buala,-8.145,159.5921,30.42,67,89,3.49,SB,1709870530
289,pangoa,-12.1167,-73.0,21.05,99,64,0.99,PE,1709870530
290,luchegorsk,46.4764,134.2569,-4.61,67,99,2.98,RU,1709870530
291,jamestown,42.097,-79.2353,5.01,79,0,6.69,US,1709870531
292,yigo village,13.5361,144.8886,30.16,67,33,7.72,GU,1709870531
293,ceeldheer,3.8488,47.1806,26.79,77,5,5.08,SO,1709870531
294,sete,43.4018,3.6966,12.02,82,100,9.84,FR,1709870531
295,manay,7.215,126.5397,29.29,65,100,5.06,PH,1709870531
296,along,28.1667,94.7667,24.31,39,56,0.25,IN,1709870531
297,fort bragg,35.139,-79.006,14.14,100,0,0.0,US,1709870532
298,daru,-9.0763,143.2092,29.81,73,82,3.82,PG,1709870532
299,catumbela,-12.4314,13.5472,26.21,84,100,1.11,AO,1709870532
300,vila franca do campo,37.7167,-25.4333,16.23,87,83,8.04,PT,1709870532
301,general villegas,-35.0328,-63.0125,19.92,76,27,4.98,AR,1709870532
302,barcelos,41.5388,-8.6151,11.08,92,100,9.66,PT,1709870532
303,yulinshi,38.2906,109.7494,2.55,22,0,4.04,CN,1709870533
304,frankenmuth,43.3317,-83.738,5.81,89,0,1.03,US,1709870533
305,port alfred,-33.5906,26.891,16.77,78,0,0.89,ZA,1709870533
306,gamba,-2.65,10.0,26.75,86,95,2.19,GA,1709870533
307,callao,-12.0667,-77.15,27.07,73,0,6.69,PE,1709870261
308,burang,30.25,81.1667,-8.78,49,18,0.87,CN,1709870533
309,vilyuysk,63.7553,121.6247,-14.14,91,100,1.13,RU,1709870533
310,zaragoza,41.6561,-0.8773,10.01,74,20,1.03,ES,1709870417
311,pathein,16.7833,94.7333,33.96,16,77,2.41,MM,1709870534
312,ola,59.5833,151.2833,-8.81,67,90,2.75,RU,1709870534
313,la puebla de cazalla,37.2216,-5.3115,7.78,91,75,4.27,ES,1709870534
314,kapuskasing,49.4169,-82.4331,0.05,47,100,5.14,CA,1709870534
315,necochea,-38.5473,-58.7368,21.41,46,51,6.28,AR,1709870535
316,tulare,36.2666,-118.8009,9.63,88,69,2.15,US,1709870248
317,jwaneng,-24.6004,24.7303,20.16,70,72,2.96,BW,1709870535
318,afaahiti,-17.75,-149.2833,26.93,82,100,6.79,PF,1709870535
319,campo grande,-20.4428,-54.6464,25.75,83,75,4.12,BR,1709870420
320,el haouaria,37.05,11.0144,15.01,76,100,3.74,TN,1709870535
321,kourou,5.1552,-52.6478,27.03,90,84,3.95,GF,1709870536
322,coxen hole,16.3244,-86.5366,26.6,83,40,7.72,HN,1709870536
323,la passe,45.5549,-0.8967,10.13,85,100,4.3,FR,1709870536
324,haiku-pauwela,20.9219,-156.3051,22.8,83,72,4.02,US,1709870536
325,edgewater,28.9889,-80.9023,20.62,93,100,2.71,US,1709870536
326,iwanai,42.9744,140.5089,0.99,46,99,0.82,JP,1709870536
327,gokceada,40.2011,25.909,7.6,88,100,10.63,TR,1709870537
328,murghob,38.1702,73.9667,-12.12,78,100,1.28,TJ,1709870537
329,klyuchi,52.2667,79.1667,-8.65,93,91,2.33,RU,1709870537
330,mili,6.0815,171.735,27.81,83,98,11.72,MH,1709870537
331,uturoa,-16.7333,-151.4333,28.08,76,98,5.79,PF,1709870537
332,shangmei,27.7428,111.2956,15.45,45,51,2.13,CN,1709870537
333,siquijor,9.2142,123.515,29.95,71,56,6.28,PH,1709870538
334,whitefish,48.4111,-114.3376,-2.78,73,0,0.0,US,1709870538
335,cuenca,-2.8833,-78.9833,17.07,67,75,1.54,EC,1709870524
336,villa mariano matamoros,19.3333,-98.3667,15.61,34,1,1.04,MX,1709870538
337,dunedin,-45.8742,170.5036,14.55,62,86,1.7,NZ,1709870538
338,mount gambier,-37.8333,140.7667,29.05,26,24,2.4,AU,1709870538
339,ndola,-12.9587,28.6366,19.19,93,90,0.89,ZM,1709870405
340,greenville,35.6127,-77.3663,13.02,88,75,1.54,US,1709870316
341,upington,-28.4478,21.2561,18.21,48,0,1.03,ZA,1709870539
342,santa ana,33.7456,-117.8678,14.37,86,75,4.63,US,1709870539
343,kilindoni,-7.9139,39.6668,28.35,73,10,1.9,TZ,1709870539
344,chapaev,50.2,51.1667,-10.74,92,60,1.27,KZ,1709870539
345,acajutla,13.5928,-89.8275,25.53,86,2,3.25,SV,1709870540
346,tura,25.5198,90.2201,26.25,14,0,2.19,IN,1709870540
347,neiafu,-18.65,-173.9833,29.38,79,75,5.14,TO,1709870540
348,achinsk,56.2694,90.4993,-7.12,91,100,4.02,RU,1709870541
349,fergus falls,46.283,-96.0776,-2.96,80,100,5.66,US,1709870541
350,maridi,4.9158,29.4742,20.55,88,81,1.1,SS,1709870541
351,antsiranana,-12.2787,49.2917,25.74,87,44,3.69,MG,1709870542
352,saint-philippe,-21.3585,55.7679,24.77,82,0,3.67,RE,1709870542
353,beledweyne,4.7358,45.2036,25.57,81,0,4.3,SO,1709870542
354,selebi-phikwe,-21.979,27.8498,20.73,68,10,2.16,BW,1709870543
355,gao,16.6362,1.637,23.52,7,10,4.95,ML,1709870543
356,al jawf,29.5,38.75,10.21,72,84,3.5,SA,1709870544
357,manturovo,58.3353,44.7619,-5.12,97,99,2.4,RU,1709870544
358,cambria,35.5641,-121.0808,12.64,87,6,3.17,US,1709870545
359,nelson bay,-32.7167,152.15,28.03,62,2,5.82,AU,1709870397
360,severo-yeniseyskiy,60.3725,93.0408,-15.24,92,86,2.24,RU,1709870545
361,puerto baquerizo moreno,-0.9,-89.6,26.17,85,17,2.48,EC,1709870545
362,konarka,19.9,86.1167,25.22,63,83,2.51,IN,1709870545
363,tsiombe,-25.3,45.4833,24.77,90,79,2.04,MG,1709870546
364,pont rouge,48.8833,-72.0825,-4.84,78,4,2.38,CA,1709870546
365,kastal,36.246,36.2451,8.25,100,75,0.51,TR,1709870546
366,taoudenni,22.6783,-3.9836,20.89,15,46,1.85,ML,1709870546
367,minas de marcona,-15.2119,-75.1103,18.51,85,100,5.88,PE,1709870547
368,argo,37.6333,22.7333,10.44,78,1,1.95,GR,1709870547
369,usinsk,65.9939,57.5281,-16.63,94,95,4.92,RU,1709870390
370,dakoro,14.5106,6.765,25.24,12,85,3.08,NE,1709870547
371,psachna,38.5833,23.6333,10.96,81,17,3.42,GR,1709870548
372,beyneu,45.3167,55.2,6.13,60,100,4.64,KZ,1709870548
373,lautoka,-17.6167,177.4667,29.92,70,75,3.6,FJ,1709870548
374,shasta lake,40.6804,-122.3708,7.57,73,5,2.94,US,1709870549
375,east ballina,-28.8667,153.5833,26.56,67,15,7.3,AU,1709870549
376,al mijlad,11.0333,27.7333,20.98,8,27,5.42,SD,1709870549
377,akobo,7.4344,3.9497,24.45,86,71,1.68,NG,1709870549
378,oban,56.4127,-5.4706,5.21,70,100,4.2,GB,1709870550
379,olonets,60.9847,32.9698,-5.23,97,67,2.56,RU,1709870550
380,arteche,12.2645,125.4048,28.99,57,100,3.42,PH,1709870551
381,la'ie,21.6477,-157.9253,24.98,78,4,5.36,US,1709870551
382,coronel dorrego,-38.7187,-61.2873,22.35,50,100,5.0,AR,1709870551
383,manggar,-2.8833,108.2667,28.49,78,100,3.73,ID,1709870551
384,serdar,38.9764,56.2757,13.54,44,99,3.65,TM,1709870552
385,la tuque,47.4334,-72.7824,-1.86,43,0,1.54,CA,1709870552
386,znamenskoye,57.1281,73.8282,-14.27,94,82,3.98,RU,1709870552
387,austin,30.2672,-97.7431,22.17,90,100,3.6,US,1709870368
388,hotan,37.0997,79.9269,6.8,32,86,2.25,CN,1709870553
389,tadmur,34.5608,38.2805,9.19,85,21,3.18,SY,1709870553
390,egilsstadir,65.2653,-14.3948,6.95,81,75,5.66,IS,1709870553
391,cide,41.8921,33.0044,6.56,80,82,2.59,TR,1709870553
392,vadso,70.0744,29.7487,-0.51,74,75,4.12,NO,1709870554
393,huaidian,33.4333,115.0333,11.11,25,25,2.27,CN,1709870554
394,conception bay south,47.4999,-52.9981,-2.82,95,100,9.19,CA,1709870554
395,flying fish cove,-10.4217,105.6791,28.82,83,75,2.06,CX,1709870554
396,belen,36.4891,36.2233,4.66,100,75,0.51,TR,1709870554
397,fonte boa,-2.4959,-66.2662,24.33,98,100,0.48,BR,1709870554
398,pangai,-19.8,-174.35,30.06,70,75,7.72,TO,1709870555
399,pimenta bueno,-11.6725,-61.1936,23.46,97,100,0.56,BR,1709870459
400,new plymouth,-39.0667,174.0833,22.67,63,52,5.57,NZ,1709870555
401,alofi,-19.0595,-169.9187,28.94,79,40,6.17,NU,1709870555
402,chicoana,-25.1009,-65.5331,21.7,86,99,0.87,AR,1709870555
403,nago,26.5881,127.9761,18.97,55,64,8.21,JP,1709870555
404,floro,61.5996,5.0328,1.04,93,9,3.6,NO,1709870556
405,boa vista,2.8197,-60.6733,29.99,58,0,2.57,BR,1709870556
406,kingston,17.997,-76.7936,26.53,79,20,4.12,JM,1709870357
407,kirkwood,38.5834,-90.4068,12.19,94,100,3.13,US,1709870556
408,san martin,-33.081,-68.4681,24.3,60,1,6.37,AR,1709870556
409,santa marta,11.2408,-74.199,30.03,62,8,2.06,CO,1709870363
410,punta del este,-34.9667,-54.95,19.93,82,0,3.13,UY,1709870556
411,shreveport,32.5251,-93.7502,21.12,75,100,3.6,US,1709870557
412,grand gaube,-20.0064,57.6608,25.76,92,20,1.34,MU,1709870557
413,kasempa,-13.4584,25.8338,18.01,97,82,1.28,ZM,1709870557
414,morehead,37.2711,-87.1764,13.33,92,100,4.12,US,1709870557
415,sierra grande,-41.606,-65.3557,21.07,51,34,4.72,AR,1709870557
416,northam,51.0333,-4.2167,5.7,89,72,9.22,GB,1709870557
417,akureyri,65.6835,-18.0878,-0.04,93,0,2.57,IS,1709870558
418,vila velha,-20.3297,-40.2925,26.08,95,75,0.51,BR,1709870555
419,skidaway island,31.9349,-81.0471,15.06,94,0,0.0,US,1709870558
420,arkhangel'sk,64.5401,40.5433,-2.94,86,75,3.0,RU,1709870558
421,ts'q'alt'ubo,42.3413,42.5976,6.36,91,100,2.19,GE,1709870558
422,khandyga,62.6667,135.6,-18.89,87,99,0.39,RU,1709870558
423,daura,11.5538,11.4085,26.86,26,97,1.54,NG,1709870558
424,kiama,-34.6833,150.8667,28.54,74,32,4.33,AU,1709870558
425,anyksciai,55.5256,25.1026,-2.08,87,43,2.01,LT,1709870559
426,al kharijah,25.4514,30.5464,14.53,45,17,2.86,EG,1709870559
427,sipalay,9.75,122.5,34.02,34,100,5.6,PH,1709870559
428,geraldton,-28.7667,114.6,30.23,62,1,7.2,AU,1709870559
429,nikolayevsk-on-amure,53.1406,140.73,-8.66,77,100,2.7,RU,1709870559
430,ljusdal,61.8288,16.0913,-7.84,98,35,1.69,SE,1709870559
431,menongue,-14.6585,17.691,18.59,94,100,1.29,AO,1709870559
432,saint augustine beach,29.8505,-81.2654,18.34,94,0,0.0,US,1709870559
433,tabou,4.423,-7.3528,25.92,92,100,2.31,CI,1709870560
434,rio preto da eva,-2.6994,-59.6997,24.61,93,56,0.91,BR,1709870560
435,touros,-5.1989,-35.4608,27.34,82,100,5.94,BR,1709870560
436,labytnangi,66.6572,66.4183,-14.79,88,99,8.31,RU,1709870560
437,saint-pierre,-21.3393,55.4781,24.82,69,16,2.57,RE,1709870560
438,tomohon,1.3346,124.8392,25.52,63,95,3.33,ID,1709870560
439,mejit,10.2753,170.8646,26.7,82,67,11.44,MH,1709870561
440,galle,6.0367,80.217,28.11,67,100,2.41,LK,1709870561
441,tofol,5.3248,163.0078,28.03,81,98,10.3,FM,1709870561
442,baiti,13.745,-14.7482,23.01,38,33,3.83,SN,1709870561
443,carauari,-4.8828,-66.8958,24.37,98,100,0.46,BR,1709870561
444,filadelfia,39.9523,-75.1638,10.59,82,50,2.79,US,1709870545
445,leava,-14.3,-178.1667,28.67,76,38,4.56,WF,1709870561
446,kijang,35.2442,129.2139,7.85,28,0,7.24,KR,1709870561
447,berezovyy,51.6667,135.7,-7.02,62,95,1.2,RU,1709870562
448,dickinson,29.4608,-95.0513,22.31,94,100,9.26,US,1709870562
449,port nelson,23.6333,-74.8333,24.94,81,32,2.9,BS,1709870562
450,timimoun,29.2639,0.231,15.21,25,0,7.2,DZ,1709870562
451,bolnisi,41.4479,44.5384,6.77,68,76,2.46,GE,1709870562
452,peace river,56.2501,-117.286,-6.83,73,0,2.57,CA,1709870562
453,paka,4.6374,103.4368,29.99,70,40,1.03,MY,1709870562
454,faya-largeau,17.9257,19.1043,26.33,14,62,4.06,TD,1709870562
455,west bay,19.3667,-81.4167,27.04,82,20,4.12,KY,1709870408
456,saudarkrokur,65.7461,-19.6394,4.11,89,100,2.61,IS,1709870563
457,acarau,-2.8856,-40.12,25.71,88,88,2.89,BR,1709870563
458,villa gesell,-37.2639,-56.973,21.7,81,21,5.79,AR,1709870563
459,krasnovishersk,60.4078,57.082,-4.85,96,100,2.34,RU,1709870563
460,dabou,5.3256,-4.3769,26.0,91,100,2.75,CI,1709870563
461,chinde,26.8418,88.0763,18.38,23,0,2.58,NP,1709870564
462,livingston,55.9029,-3.5226,5.27,84,100,4.63,GB,1709870564
463,rikaze,29.25,88.8833,2.63,22,0,1.1,CN,1709870564
464,ghat,24.9647,10.1728,16.26,27,0,2.58,LY,1709870564
465,bandarbeyla,9.4942,50.8122,26.24,76,27,1.8,SO,1709870565
466,mateur,37.0405,9.6656,10.79,71,100,2.49,TN,1709870565
467,tadine,-21.55,167.8833,24.96,87,100,5.98,NC,1709870565
468,san jose del cabo,23.0589,-109.6977,21.94,62,75,2.06,MX,1709870565
469,keflavik,64.0049,-22.5624,8.95,93,75,18.01,IS,1709870565
470,port douglas,-16.4833,145.4667,27.84,84,100,6.82,AU,1709870565
471,talcahuano,-36.7167,-73.1167,13.82,88,0,2.57,CL,1709870413
472,pacific grove,36.6177,-121.9166,12.59,79,75,2.68,US,1709870565
473,rio grande,-32.035,-52.0986,23.86,87,99,8.18,BR,1709870566
474,nuku'alofa,-21.1333,-175.2,31.19,66,75,6.17,TO,1709870566
475,nova vicosa,-17.8919,-39.3719,25.63,89,2,2.54,BR,1709870424
476,yuzhno-kurilsk,44.0306,145.8556,-3.68,59,95,2.75,RU,1709870566
477,queenstown,-31.8976,26.8753,13.56,53,0,0.95,ZA,1709870566
478,nishinoomote,30.7333,131.0,13.31,47,20,11.32,JP,1709870566
479,yinchuan,38.4681,106.2731,3.47,21,75,1.47,CN,1709870566
480,weno,7.4515,151.8468,27.46,75,69,8.98,FM,1709870566
481,benguela,-12.5763,13.4055,26.3,81,100,1.08,AO,1709870567
482,yeppoon,-23.1333,150.7333,30.88,63,100,10.12,AU,1709870567
483,cannonvale,-20.2833,148.7,24.66,76,93,9.01,AU,1709870567
484,san luis,-33.295,-66.3356,21.71,72,0,4.1,AR,1709870509
485,paramonga,-10.6667,-77.8333,23.19,83,97,3.46,PE,1709870567
486,anjiang,27.3194,110.1031,13.36,57,98,0.89,CN,1709870567
487,morehead city,34.7229,-76.726,15.02,84,100,3.6,US,1709870521
488,selfoss,63.9331,-20.9971,7.8,90,100,11.27,IS,1709870567
489,aldinga beach,-35.2793,138.4604,37.92,38,0,3.11,AU,1709870568
490,shohimardon,39.9839,71.8028,0.43,66,100,0.69,UZ,1709870568
491,pocatello,42.8713,-112.4455,-6.05,86,100,3.09,US,1709870568
492,centerton,36.3598,-94.2852,15.75,81,0,7.15,US,1709870568
493,leribe,-28.8718,28.045,13.31,82,0,1.25,LS,1709870568
494,kouango,4.9934,19.9619,24.98,71,98,0.31,CF,1709870568
495,charters towers,-20.1,146.2667,31.11,46,95,6.04,AU,1709870569
496,prieska,-29.6641,22.7474,15.61,45,0,0.93,ZA,1709870569
497,plastun,44.7561,136.2939,-1.05,38,95,2.65,RU,1709870569
498,tuntum,-5.2581,-44.6489,23.41,98,96,1.9,BR,1709870569
499,trinidad,-14.8333,-64.9,24.34,97,52,1.67,BO,1709870569
500,bengkulu,-3.8004,102.2655,25.97,89,100,5.42,ID,1709870475
501,baishan,41.9431,126.4286,-4.64,60,100,5.44,CN,1709870569
502,vilhena,-12.7406,-60.1458,22.0,96,100,0.67,BR,1709870569
503,qamdo,31.1667,97.2333,-1.44,32,99,2.84,CN,1709870570
504,ambovombe,-25.1667,46.0833,24.74,86,80,1.26,MG,1709870570
505,kuching,1.55,110.3333,26.66,94,40,2.68,MY,1709870570
506,kindu,-2.95,25.95,20.93,100,100,1.09,CD,1709870570
507,itaituba,-4.2761,-55.9836,23.66,99,97,0.74,BR,1709870570
508,al bawiti,28.3492,28.8659,11.92,60,0,1.96,EG,1709870570
509,uitenhage,-33.7576,25.3971,16.46,64,0,1.83,ZA,1709870570
510,turtas,58.9417,69.1325,-11.96,94,100,4.46,RU,1709870571
511,clinton,42.587,-82.9199,6.62,77,100,2.57,US,1709870571
512,tazovsky,67.4667,78.7,-28.63,100,100,1.3,RU,1709870571
513,nagqu,31.5,92.0,-2.09,15,1,10.13,CN,1709870571
514,nichinan,31.6,131.3667,14.82,38,3,7.55,JP,1709870571
515,santa elena de uairen,4.6167,-61.1333,22.04,74,26,1.66,VE,1709870571
516,okhotsk,59.3833,143.3,-10.98,76,67,3.13,RU,1709870562
517,quirinopolis,-18.4483,-50.4517,24.68,69,48,1.8,BR,1709870572
518,kavaratti,10.5669,72.642,27.76,70,11,3.56,IN,1709870572
519,ust-tsilma,65.441,52.1498,-15.4,94,100,3.33,RU,1709870572
520,saldanha,-33.0117,17.9442,18.03,90,96,4.21,ZA,1709870572
521,coquimbo,-29.9533,-71.3436,17.85,82,75,2.06,CL,1709870572
522,pionerskiy,54.9508,20.2275,0.08,74,8,2.26,RU,1709870572
523,ouarzazat,30.9189,-6.8934,11.16,43,20,5.14,MA,1709870572
524,lucapa,-8.4192,20.7447,19.02,96,100,0.87,AO,1709870573
525,tommot,58.9564,126.2925,-10.67,84,91,1.75,RU,1709870573
526,bulgan,48.8125,103.5347,-5.65,73,14,0.75,MN,1709870573
527,prado,-17.3411,-39.2208,25.46,89,4,2.46,BR,1709870573
528,san francisco,37.7749,-122.4194,12.95,74,0,3.58,US,1709870472
529,calvi,42.5,8.8333,3.35,81,0,2.57,FR,1709870573
530,bacong,9.2464,123.2956,29.99,66,20,5.14,PH,1709870573
531,al jumum,21.6169,39.6981,19.2,55,0,2.42,SA,1709870573
532,fada,9.5667,8.3,23.3,63,86,0.7,NG,1709870574
533,tselinnoye,53.0833,85.6667,-5.71,88,100,4.57,RU,1709870574
534,pahrump,36.2083,-115.9839,11.81,64,81,0.89,US,1709870508
535,balkanabat,39.5108,54.3671,13.14,51,100,1.73,TM,1709870574
536,walsrode,52.8667,9.6,0.08,77,0,3.97,DE,1709870574
537,nguigmi,14.2495,13.1092,26.44,32,100,4.02,NE,1709870575
538,webster city,42.4694,-93.816,7.62,57,100,6.17,US,1709870575
539,hefei,31.8639,117.2808,12.01,28,0,2.0,CN,1709870575
540,sokoni,-6.4333,39.55,25.92,75,53,2.12,TZ,1709870575
541,raton,36.9034,-104.4391,0.34,100,100,2.57,US,1709870575
542,kozyatyn,49.7143,28.8339,-2.17,76,9,1.85,UA,1709870576
543,pembroke,45.8168,-77.1162,-3.01,69,56,1.98,CA,1709870499
544,carutapera,-1.195,-46.02,25.38,93,100,2.33,BR,1709870576
545,kitimat,54.0524,-128.6534,2.21,70,100,1.17,CA,1709870576
546,karratha,-20.7377,116.8463,34.03,51,8,1.15,AU,1709870576
